Branch Name,City,District,State / UN,Zone,Pincode,Location type PL
Gondagaon Kala,Gondagaon Kala,Harda,Madhya Pradesh,West,461228,Negative Location
Kanwas,Kanwas,Ujjain,Madhya Pradesh,West,456224,Type A PL
Bhatkhedi,Bhatkhedi,Neemuch,Madhya Pradesh,West,458110,Negative Location
Bhuwasa,Bhuwasa,Ujjain,Madhya Pradesh,West,456224,Type A PL
Joyan,Joyan,Ratlam,Madhya Pradesh,West,457114,Type A PL
Pipliyaghota,Pipliyaghota,Neemuch,Madhya Pradesh,West,458110,Negative Location
Talod,Talod,Ratlam,Madhya Pradesh,West,457114,Type A PL
Sule,Sule,Kolhapur,Maharashtra,West,416205,Type A PL
Malharpeth,Malharpeth,Kolhapur,Maharashtra,West,416205,Type A PL
Choubewadi,Choubewadi,Ahmadnagar,Maharashtra,West,413201,Negative Location
Javalke,Javalke,Ahmadnagar,Maharashtra,West,423605,Negative Location
Phadtarwadi,Phadtarwadi,Satara,Maharashtra,West,415523,Negative Location
Nagaon,Nagaon,Sangli,Maharashtra,West,416302,Negative Location
Nimbhore,Nimbhore,Satara,Maharashtra,West,415528,Negative Location
Khatav,Khatav,Sangli,Maharashtra,West,416416,Negative Location
Marrar Kalan,Marrar Kalan,Muktsar,Punjab,North,152025,Negative Location
Wara Daraka,Wara Daraka,Muktsar,Punjab,North,151209,Negative Location
Kumna,Kumna,Fategarhsahib,Punjab,North,177203,Type A PL
Bugga,Bugga,Fategarhsahib,Punjab,North,177203,Type A PL
Rilon,Rilon,Fategarhsahib,Punjab,North,140412,Type B PL
Shazadpur,Shazadpur,Fategarhsahib,Punjab,North,140412,Type B PL
Beelri,Beelri,Dungarpur,Rajasthan,North,314012,Type B PL
Jodkiya,Jodkiya,Hanumangarh,Rajasthan,North,335512,Negative Location
Saga,Saga,Jhunjhunu,Rajasthan,North,333502,Negative Location
Varkana,Varkana,Pali,Rajasthan,North,306601,Type A PL
Meri Dhani,Meri Dhani,Udaipur,Rajasthan,North,313039,Type A PL
Palmathu Gamra,Palmathu Gamra,Dungarpur,Rajasthan,North,314013,Type B PL
5 Knj ( Makkasar) ,5 Knj ( Makkasar) ,Hanumangarh,Rajasthan,North,335512,Negative Location
Dhana,Dhana,Jhunjhunu,Rajasthan,North,333504,Negative Location
Beejova,Beejova,Pali,Rajasthan,North,306601,Type A PL
Dhan Ka Bada,Dhan Ka Bada,Udaipur,Rajasthan,North,313039,Type A PL
Pudukooraipatti,Pudukooraipatti,Cuddalore,Tamil Nadu,South,606001,Negative Location
Therpogi,Therpogi,Ramanathapuram,Tamil Nadu,South,623522,Negative Location
Athiyoothu,Athiyoothu,Ramanathapuram,Tamil Nadu,South,623522,Negative Location
Kannivadugapatty,Kannivadugapatty,Tiruchirapalli,Tamil Nadu,South,621310,Negative Location
Thenur,Thenur,Tiruchirapalli,Tamil Nadu,South,621308,Negative Location
Kanniyapuram,Kanniyapuram,Dindigul,Tamil Nadu,South,624308,Type A PL
Kanavaipatti,Kanavaipatti,Dindigul,Tamil Nadu,South,624308,Type A PL
Sembalakuruchi,Sembalakuruchi,Cuddalore,Tamil Nadu,South,606001,Negative Location
Kosagumuda,Kosagumuda,Nabarangapur,Orissa,East,764061,Negative Location
Laudoha,Laudoha,Barrdhaman,West Bengal,East,713385,Negative Location
Kopra,Kopra,Raipur,Chhattisgarh,East,493887,Negative Location
Kukatpally,Kukatpally,Rangareddy,Telangana,South,500072,Type A PL
"Villivakkam, Chennai",Chennai,Chennai,Tamil Nadu,South,600049,Type A PL
Kalamboli,Kalamboli,Raigad,Maharashtra,West,410218,Negative Location
Chennai - Jaganathapuram,Chennai,Chennai,Tamil Nadu,South,600042,Type A PL
Chennai - Royapettah ,Chennai ,Chennai ,Tamil Nadu,South,600014,Type A PL
"Paltan Bazar, Guwahati",Guwahati,Kamrup,Assam,East,781008,Type A PL
Chockan Kollai,Chockan Kollai,Cuddalore,Tamil Nadu,South,608601,Negative Location
Budarayanpettai,Budarayanpettai,Cuddalore,Tamil Nadu,South,608601,Negative Location
Badlapur,Badlapur,Thane,Maharashtra,West,421503,Type A PL
Baghapurana,Baghapurana,Moga,Punjab,North,142308,Type A PL
"Ashok Nagar, Chennai",Chennai,Chennai,Tamil Nadu,South,600083,Type A PL
"Southern Avenue, Kolkata",Kolkata,Kolkata,West Bengal,East,700029,Type A PL
Kishangarh Bass,Kishangarh,Alwar,Rajasthan,North,301405,Type B PL
Veerapandi,Veerapandi,Salem,Tamil Nadu,South,636308,Type A PL
Hoskote,Hoskote,Bangalore Rural,Karnataka,South,562114,Type B PL
Nelamangala,Nelamangala,Bangalore Rural,Karnataka,South,562123,Type A PL
Ramachandrapuram,Ramachandrapuram,Medak,Telangana,South,502032,Type A PL
Medchal  ,Medchal,Rangareddy,Telangana,South,501401,Type A PL
Bachupally,Bachupally,Rangareddy,Telangana,South,500090,Type B PL
Trimbak,Trimbak,Nasik,Maharashtra,West,422212,Type A PL
Kharghar,Kharghar,Raigad,Maharashtra,West,410210,Type B PL
Kasegaon,Kasegaon,Solapur,Maharashtra,West,413304,Type A PL
Pali,Pali,Korba,Chhattisgarh,East,495449,Type B PL
Chilakaluripet,Chilakaluripet,Guntur,Andhra Pradesh,South,522616,Type A PL
Miryalaguda,Miryalaguda,Nalgonda,Telangana,South,508207,Negative Location
Suryapet,Suryapet,Nalgonda,Telangana,South,508213,Negative Location
Jagtial,Jagtial,Karimnagar,Telangana,South,505327,Negative Location
Chhota Udaipur,Chhota Udaipur,Vadodara,Gujarat,West,391165,Type A PL
Chikhli,Chikhli,Navsari,Gujarat,West,396521,Type A PL
Dharampur,Dharampur,Valsad,Gujarat,West,396050,Type A PL
Sayan,Sayan,Surat,Gujarat,West,394139,Type A PL
Arsikere,Arsikere,Hassan,Karnataka,South,573103,Type A PL
Karatagi,Karatagi,Koppal,Karnataka,South,583229,Negative Location
Chikodi,Chikodi,Belgaum,Karnataka,South,591201,Negative Location
Rannibennur,Rannibennur,Haveri,Karnataka,South,581115,Negative Location
Parola,Parola,Jalgaon,Maharashtra,West,425111,Type A PL
Umarga (Omerga),Umarga (Omerga),Osmanabad,Maharashtra,West,413606,Negative Location
Kalamb,Kalamb,Osmanabad,Maharashtra,West,413507,Negative Location
Paranda,Paranda,Osmanabad,Maharashtra,West,413502,Negative Location
Muktainagar ,Muktainagar ,Jalgaon,Maharashtra,West,425306,Negative Location
Mahidpur,Mahidpur,Ujjain,Madhya Pradesh,West,456443,Negative Location
Barwaha,Barwaha,Khargone (West Nimar),Madhya Pradesh,West,451115,Negative Location
Semri Harchand,Semri Harchand,Hoshangabad,Madhya Pradesh,West,461668,Negative Location
Begamganj,Begamganj,Raisen,Madhya Pradesh,West,464881,Negative Location
Hailey Mandi,Hailey Mandi,Gurgaon,Haryana,North,122503,Negative Location
Safidon,Safidon,Jind,Haryana,North,126112,Negative Location
Tohana,Tohana,Fatehabad,Haryana,North,125120,Negative Location
Bhawanigarh,Bhawanigarh,Sangrur,Punjab,North,148026,Type A PL
Fatehgarh Churian,Fatehgarh Churian,Gurdaspur,Punjab,North,143602,Negative Location
Patran,Patran,Patiala,Punjab,North,147105,Type A PL
Talwandi Bhai,Talwandi Bhai,Firozpur,Punjab,North,142050,Type A PL
Sanchore,Sanchore,Jalor,Rajasthan,North,343041,Negative Location
Sri Madhopur,Sri Madhopur,Sikar,Rajasthan,North,332715,Negative Location
Mohangarh,Mohangarh,Jaisalmer,Rajasthan,North,345033,Negative Location
Raniwara,Raniwara,Jalore,Rajasthan,North,343040,Negative Location
Harur,Harur,Dharmapuri,Tamil Nadu,South,636903,Negative Location
Kallakurichi-Kachirapalayam Rd,Kallakurichi,Villupuram,Tamil Nadu,South,606202,Type B PL
Aruppukotai,Aruppukotai,Virudhnagar,Tamil Nadu,South,626101,Negative Location
Ulundurpettai,Ulundurpettai,Villupuram,Tamil Nadu,South,606107,Negative Location
Turbhe Navi Mumbai,Navi Mumbai,Thane,Maharashtra,West,400705,Type A PL
Bagru,Bagru,Jaipur,Rajasthan,North,303007,Type A PL
Bangur Avenue,South Dum Dum,North 24 Parganas,West Bengal,East,700055,Type A PL
Bommaiahgari Palle,Bommaiahgari Palle,Chittoor,Andhra Pradesh,South,517214,Type B PL
Mogarala,Mogarala,Chittoor,Andhra Pradesh,South,517152,Negative Location
Antervedipalem,Antervedipalem,East Godavari,Andhra Pradesh,South,533252,Type B PL
Tatiparthi,Tatiparthi,East Godavari,Andhra Pradesh,South,533445,Negative Location
Kumarapuram,Kumarapuram,East Godavari,Andhra Pradesh,South,533450,Negative Location
Visweswarayapuram,Visweswarayapuram,East Godavari,Andhra Pradesh,South,533254,Negative Location
Lemallepadu,Lemallepadu,Guntur,Andhra Pradesh,South,522212,Type B PL
Chintapallipadu,Chintapallipadu,Guntur,Andhra Pradesh,South,522017,Negative Location
Nudurupadu,Nudurupadu,Guntur,Andhra Pradesh,South,522529,Negative Location
Ramakrishnapuram,Ramakrishnapuram,Guntur,Andhra Pradesh,South,522403,Negative Location
Bollavaram,Bollavaram,Kurnool,Andhra Pradesh,South,518218,Negative Location
Chetla Mallapuram,Chetla Mallapuram,Kurnool,Andhra Pradesh,South,518218,Negative Location
Laddagiri,Laddagiri,Kurnool,Andhra Pradesh,South,518468,Negative Location
Pedda Tekur,Pedda Tekur,Kurnool,Andhra Pradesh,South,518218,Negative Location
Pidatha Polur,Pidatha Polur,Nellore,Andhra Pradesh,South,524346,Negative Location
Salipeta,Salipeta,Nellore,Andhra Pradesh,South,523411,Negative Location
Burja,Burja,Vizianagaram,Andhra Pradesh,South,535546,Negative Location
Thamarakhandi,Thamarakhandi,Vizianagaram,Andhra Pradesh,South,535546,Negative Location
Chagal,Chagal,Warangal,Telangana,South,506301,Negative Location
Ippagudem,Ippagudem,Warangal,Telangana,South,506001,Negative Location
Ladunoor,Ladunoor,Warangal,Telangana,South,506244,Negative Location
Salakpoor,Salakpoor,Warangal,Telangana,South,506224,Negative Location
I.S.Jagannadhapuram,I.S.Jagannadhapuram,West Godavari,Andhra Pradesh,South,534451,Negative Location
Rajavaram,Rajavaram,West Godavari,Andhra Pradesh,South,534312,Negative Location
Bhachalva,Bhachalva,Banas Kantha,Gujarat,West,385535,Type B PL
Kumbhalmer,Kumbhalmer,Banas Kantha,Gujarat,West,385510,Type A PL
Therwada,Therwada,Banas Kantha,Gujarat,West,385535,Type B PL
Khodla,Khodla,Banas Kantha,Gujarat,West,385511,Type A PL
Bhardravad,Bhardravad,Bhavnagar,Gujarat,West,364150,Type B PL
Bila,Bila,Bhavnagar,Gujarat,West,364290,Type B PL
Chaparyali,Chaparyali,Bhavnagar,Gujarat,West,364510,Type B PL
Parvala,Parvala,Bhavnagar,Gujarat,West,364320,Type B PL
Timbi,Timbi,Bhavnagar,Gujarat,West,364320,Type B PL
Varal,Varal,Bhavnagar,Gujarat,West,364260,Type B PL
Khijadiya,Khijadiya,Jamnagar,Gujarat,West,361120,Type A PL
Jambuda,Jambuda,Jamnagar,Gujarat,West,382765,Type A PL
Mandlikpur,Mandlikpur,Rajkot,Gujarat,West,360370,Type A PL
Ferani,Ferani,Rajkot,Gujarat,West,361013,Type B PL
Kalvan,Kalwani,Junagadh,Gujarat,West,362227,Negative Location
Gadodar,Gadodar,Junagadh,Gujarat,West,362245,Negative Location
Chhabaliya,Chhabaliya,Mahesana,Gujarat,West,384355,Type B PL
Jainabad,Jainabad,Surendranagar,Gujarat,West,382765,Type B PL
Jarwala,Jarwala,Surendranagar,Gujarat,West,382765,Type B PL
Kherva,Kherva,Surendranagar,Gujarat,West,382745,Type B PL
Malvan,Malvan,Surendranagar,Gujarat,West,382745,Type B PL
Naganur,Naganur,Bagalkote,Karnataka,South,587301,Negative Location
Radderahatti,Radderahatti,Belgaum,Karnataka,South,591304,Negative Location
Sanganakeri,Sanganakeri,Belgaum,Karnataka,South,591224,Negative Location
Sankonatti,Sankonatti,Belgaum,Karnataka,South,591304,Negative Location
Sindhgere,Sindhgere,Chikmagalur,Karnataka,South,577146,Negative Location
Gopanahalli,Gopanahalli,Chitrdurga,Karnataka,South,577529,Negative Location
Chikmadure,Chikmadure,Chitrdurga,Karnataka,South,577522,Negative Location
Beladhadi,Beladhadi,Gadag,Karnataka,South,582103,Negative Location
Kalasapur,Kalasapur,Gadag,Karnataka,South,582103,Type A PL
Hagare,Hagare,Hassan,Karnataka,South,573216,Negative Location
Hk Hosur,Hk Hosur,Hassan,Karnataka,South,573201,Negative Location
Basapur,Basapur,Haveri,Karnataka,South,581108,Negative Location
Uppunasi,Uppunasi,Haveri,Karnataka,South,581148,Negative Location
Mirjan,Mirjan,Uttar Kannada,Karnataka,South,581440,Negative Location
Kulenur,Kulenur,Haveri,Karnataka,South,581148,Negative Location
Tarawali,Tarawali,Ashok Nagar,Madhya Pradesh,West,473335,Negative Location
Mahana,Mahana,Ashok Nagar,Madhya Pradesh,West,473335,Negative Location
Melkheda,Melkheda,Mandsaur,Madhya Pradesh,West,458883,Negative Location
Bardiya Amra,Bardiya Amra,Mandsaur,Madhya Pradesh,West,458880,Negative Location
Barkheda Gird,Barkheda Gird,Guna,Madhya Pradesh,West,473001,Negative Location
Khejra (Guna),Khejra (Guna),Guna,Madhya Pradesh,West,473001,Negative Location
Pipaldhana,Pipaldhana,Hoshangabad,Madhya Pradesh,West,461111,Negative Location
Tikhad,Tikhad,Hoshangabad,Madhya Pradesh,West,461111,Negative Location
Amba Chandan,Amba Chandan,Indore,Madhya Pradesh,West,453441,Negative Location
Kalod Kartal,Kalod Kartal,Indore,Madhya Pradesh,West,452020,Negative Location
Kelod,Kelod,Indore,Madhya Pradesh,West,453441,Negative Location
Ralamandal,Ralamandal,Indore,Madhya Pradesh,West,452020,Negative Location
Bachai,Bachai,Narsimhapur,Madhya Pradesh,West,487001,Negative Location
Dhamna,Dhamna,Narsimhapur,Madhya Pradesh,West,487001,Negative Location
Malah Pipariya,Malah Pipariya,Narsimhapur,Madhya Pradesh,West,487114,Negative Location
Mehgaon,Mehgaon,Raisen,Madhya Pradesh,West,464651,Negative Location
Pagneshwar,Pagneshwar,Raisen,Madhya Pradesh,West,464651,Negative Location
Tilawad Govind,Tilawad Govind,Shajapur,Madhya Pradesh,West,465110,Negative Location
Bhalegaon,Bhalegaon,Buldhana,Maharashtra,West,444306,Negative Location
Kalegaon,Kalegaon,Buldhana,Maharashtra,West,444303,Type A PL
Kharbadi,Kharbadi,Buldhana,Maharashtra,West,443103,Type A PL
Taroda,Taroda,Buldhana,Maharashtra,West,444203,Negative Location
Chinch Khede Bk,Chinch Khede Bk, Jalgaon,Maharashtra,West,425114,Negative Location
Mohadi,Mohadi,Jalgaon,Maharashtra,West,425002,Type A PL
Tarale Kh.,Tarale Kh.,Kolhapur,Maharashtra,West,416211,Negative Location
Mauje Tasgaon,Mauje Tasgaon,Kolhapur,Maharashtra,West,416122,Type A PL
Bidgaon,Bidgaon,Nagpur,Maharashtra,West,440035,Negative Location
Mauje Vadgaon,Mauje Vadgaon,Kolhapur,Maharashtra,West,416118,Negative Location
Mahalgaon,Mahalgaon,Nagpur,Maharashtra,West,442701,Negative Location
Murti,Murti,Nagpur,Maharashtra,West,441302,Negative Location
Sabkund,Sabkund,Nagpur,Maharashtra,West,441302,Negative Location
Bhawaninagar,Bhawaninagar,Pune,Maharashtra,West,413106,Type A PL
Junction,Junction,Pune,Maharashtra,West,413117,Negative Location
Kathi,Kathi,Pune,Maharashtra,West,413106,Negative Location
Ranjani,Ranjani,Solapur,Maharashtra,West,413212,Negative Location
Machnur,Machnur,Solapur,Maharashtra,West,413305,Type B PL
Pirachi Kuroli,Pirachi Kuroli,Solapur,Maharashtra,West,413304,Type A PL
Puluj,Puluj,Solapur,Maharashtra,West,413304,Type A PL
Sarkoli,Sarkoli,Solapur,Maharashtra,West,413304,Type A PL
Upari,Upari,Solapur,Maharashtra,West,413310,Type A PL
Saunda,Saunda,Ambala,Haryana,North,134003,Negative Location
Kadasan,Kadasan,Ambala,Haryana,North,134202,Type B PL
Matheri,Matheri,Ambala,Haryana,North,133001,Type B PL
Tepla,Tepla,Ambala,Haryana,North,133104,Type B PL
Bhadani,Bhadani,Jhajjar,Haryana,North,124104,Type B PL
Daboda Khurd,Daboda Khurd,Jhajjar,Haryana,North,124507,Type B PL
Bodhani,Bodhani,Kurukshetra,Haryana,North,136128,Type B PL
Kara Sahib,Kara Sahib,Kurukshetra,Haryana,North,136128,Type B PL
Majari,Majari,Ambala,Haryana,North,133205,Negative Location
Mohri,Mohri,Kurukshetra,Haryana,North,136135,Negative Location
Kaureana,Kaureana,Bathinda,Punjab,North,151302,Negative Location
Natheha,Natheha,Bathinda,Punjab,North,151302,Negative Location
Bargari,Bargari,Faridkot,Punjab,North,151208,Negative Location
Wara Bhaika,Wara Bhaika,Faridkot,Punjab,North,142052,Negative Location
Jagowal Bet,Jagowal Bet,Gurdaspur,Punjab,North,143528,Negative Location
Heran,Heran,Ludhiana,Punjab,North,141109,Negative Location
Kular,Kular,Ludhiana,Punjab,North,142023,Negative Location
Kheri,"Kheri, Punjab",Sangrur,Punjab,North,148001,Negative Location
Mauran,Mauran,Sangrur,Punjab,North,148035,Negative Location
Nilowal,Nilowal,Sangrur,Punjab,North,148028,Negative Location
Mojowal,Mojowal,Sangrur,Punjab,North,148030,Negative Location
Penawada,Penawada,Baran,Rajasthan,North,325213,Negative Location
Faredua Upreti,Faredua Upreti,Baran,Rajasthan,North,325217,Negative Location
Bhinyad,Bhinyad,Barmer,Rajasthan,North,344701,Negative Location
Kanasar,Kanasar,Barmer,Rajasthan,North,344701,Negative Location
Nadari,Nadari,Dausa,Rajasthan,North,303509,Negative Location
Thikaria,Thikaria,Dausa,Rajasthan,North,303509,Negative Location
22Ml ,22Ml ,Ganganagar,Rajasthan,North,335025,Negative Location
9Ml,9Ml,Ganganagar,Rajasthan,North,335025,Negative Location
Ghamurwali,Ghamurwali,Ganganagar,Rajasthan,North,335041,Negative Location
Sanwatsar,Sanwatsar,Ganganagar,Rajasthan,North,335041,Negative Location
Alasan,Alasan,Jalore,Rajasthan,North,343022,Negative Location
Otwala,Otwala,Jalore,Rajasthan,North,343022,Negative Location
Agarpura,Agarpura,Bhilwara,Rajasthan,North,311001,Negative Location
Haled,Haled,Bhilwara,Rajasthan,North,311001,Negative Location
Bhawad,Bhawad,Jodhpur,Rajasthan,North,342037,Negative Location
Danwara,Danwara,Jodhpur,Rajasthan,North,342037,Negative Location
Jakhan,Jakhan,Jodhpur,Rajasthan,North,342312,Negative Location
Poonasar,Poonasar,Jodhpur,Rajasthan,North,342312,Negative Location
Hudeel,Hudeel,Nagaur,Rajasthan,North,341509,Negative Location
Lalas,Lalas,Nagaur,Rajasthan,North,341509,Negative Location
Lakhola,Lakhola,Bhilwara,Rajasthan,North,311807,Negative Location
Kangani,Kangani,Bhilwara,Rajasthan,North,311807,Negative Location
Basri Khurd,Basri Khurd,Sikar,Rajasthan,North,332708,Negative Location
Pritampuri,Pritampuri,Sikar,Rajasthan,North,332708,Negative Location
Gudli,Gudli,Udaipur,Rajasthan,North,313003,Negative Location
Sangwa,Sangwa,Udaipur,Rajasthan,North,313201,Negative Location
Pethanaickenpalayam,Pethanaickenpalayam,Thirupur,Tamil Nadu,South,638453,Negative Location
Komal,Komal,Nagapattinam,Tamil Nadu,South,609303,Negative Location
Thiruvelangadu,Thiruvelangadu,Nagapattinam,Tamil Nadu,South,609305,Negative Location
Savakattupalayam,Savakattupalayam,Thirupur,Tamil Nadu,South,638460,Negative Location
Pazhaya Jeyamkondam,Pazhaya Jeyamkondam,Karur,Tamil Nadu,South,639102,Negative Location
Sindhalavadi,Sindhalavadi,Karur,Tamil Nadu,South,639105,Negative Location
Kodikullam,Kodikullam,Madurai,Tamil Nadu,South,625514,Negative Location
Thiruvedagam,Thiruvedagam,Madurai,Tamil Nadu,South,625234,Negative Location
Aniyapuram,Aniyapuram,Namakkal,Tamil Nadu,South,637017,Negative Location
Kattumavadi,Kattumavadi,Pudukkottai,Tamil Nadu,South,614630,Negative Location
Seyyanam,Seyyanam,Pudukkottai,Tamil Nadu,South,614621,Negative Location
N.M. Sungam,N.M. Sungam,Coimbatore,Tamil Nadu,South,642007,Negative Location
Thondamuthur,Thondamuthur,Coimbatore,Tamil Nadu,South,642207,Negative Location
Natham,Natham,Ramanathapuram,Tamil Nadu,South,623515,Negative Location
Kangiran Gudi,Kangiran Gudi,Ramanathapuram,Tamil Nadu,South,623517,Negative Location
Uppur,Uppur,Ramanathapuram,Tamil Nadu,South,623514,Negative Location
Solandhur,Solandhur,Ramanathapuram,Tamil Nadu,South,623531,Negative Location
B.Ranganathpuram,B.Ranganathpuram,Theni,Tamil Nadu,South,624513,Negative Location
Kamanaickanpalayam,Kamanaickanpalayam,Thirupur,Tamil Nadu,South,641658,Negative Location
Kollar,Kollar,Villupuram,Tamil Nadu,South,604206,Negative Location
Perumukkal,Perumukkal,Villupuram,Tamil Nadu,South,604301,Negative Location
Gediya,Gediya,Surendranagar,Gujarat,West,382745,Type B PL
Ramagri,Ramagri,Surendranagar,Gujarat,West,382765,Type B PL
Chikali Cross,Chikali Cross,Bagalkote,Karnataka,South,586113,Negative Location
Hiregutti,Hiregutti,Uttar Kannada,Karnataka,South,581440,Negative Location
Khurpa,Khurpa,Narsimhapur,Madhya Pradesh,West,487001,Negative Location
Chind,Chind,Raisen,Madhya Pradesh,West,464668,Negative Location
Shindewadi,Shindewadi,Solapur,Maharashtra,West,413109,Negative Location
Dahigaon,Dahigaon,Solapur,Maharashtra,West,413109,Negative Location
Mahama,Mahama,Firozpur,Punjab,North,152001,Negative Location
Jhanda Labana,Jhanda Labana,Gurdaspur,Punjab,North,143517,Negative Location
Pakkripalaym,Pakkripalaym,Tiruvannamalai,Tamil Nadu,South,606709,Negative Location
Melchengam,Melchengam,Tiruvannamalai,Tamil Nadu,South,606703,Negative Location
Badarpur,Badarpur,Mahesana,Gujarat,West,384355,Type B PL
Tukanhatti,Tukanhatti,Belgaum,Karnataka,South,591224,Negative Location
Gadhaghat,Gadhaghat,Hoshangabad,Madhya Pradesh,West,461775,Negative Location
Rani Pipariya,Rani Pipariya,Hoshangabad,Madhya Pradesh,West,461772,Negative Location
Batera,Batera,Raisen,Madhya Pradesh,West,464668,Negative Location
Kisoni,Kisoni,Shajapur,Madhya Pradesh,West,465333,Negative Location
Bhawari Kheda,Bhawari Kheda,Shajapur,Madhya Pradesh,West,465333,Negative Location
Amjai Varvade,Amjai Varvade,Kolhapur,Maharashtra,West,416211,Negative Location
Sadar Dinwala,Sadar Dinwala,Firozpur,Punjab,North,152001,Negative Location
Vavipalayam,Vavipalayam,Thirupur,Tamil Nadu,South,641608,Negative Location
Pandiyur,Pandiyur,Ramanathapuram,Tamil Nadu,South,623532,Negative Location
Ariyanedal,Ariyanedal,Ramanathapuram,Tamil Nadu,South,623707,Negative Location
Bachawani,Bachawani,Hoshangabad,Madhya Pradesh,West,461990,Negative Location
Alaumrod,Alaumrod,Shajapur,Madhya Pradesh,West,465110,Negative Location
